target,price,appellation2,text
3,13.0, Toscana,aromi violetta frutto Bosco guidare naso palato informale offrire Marasca leggero accenno pepe bianco semplice scanzonato tannino rilassare leggermente polveroso Bevi Guicciardini Strozzi Miscele Rosse Miscele Rosse
3,60.0, Piemonte,bicchiere emergere aromio rovere tostato cocco espresso palato densamente concentrato offrire liquirizia prugna seccare chicco caffe tostare tannino granuloso lasciare finale astringente Rileverai calore alcool evidente Bere 2023 Revello Fratelli Nebbiolo
3,70.0, Toscana,miscela uguale Merlot Syrah Cabernet Sauvignon Sangiovese aprire aromio mora maturo cedro sottobosco palato succoso cremoso offrire sapore amarena ribes nero menta tabacco tannino vellutato finale divertiti 2028 Michele Satta Miscele Rosse Miscele Rosse
2,25.0, Italia nord-orientale,bianco lineare aprire aromio suggerire uva spina fiore sambuco erba alpina agrumo palato sapido offrire pompelmo melone melato frutta nocciolo bianco nota minerale aggiungere profondita nals Margreid Sauvignon Sauvignon Blanc
2,22.0, Lombardia,Ottenere vecchio vigna invecchiare piccolo botte vino dominare rovere aromio apertura includere legno pane tostare accenno burro mela estratto quercia centro attenzione palato rivelare scorzare agrumo pizzico albicocca minerale deciso acidita Manca ricchezza frutta Fraccaroli Turbiana Bianco italiano
1,55.0, Lombardia,prodotto 80 Chardonnay 20 Pinot Nero spumante maturo aromio sapore crosta pane tostato erba aromatico essiccato mela maturo filo miele fresco acidita ravvivo ricco sapore chiudere nota butterscotch Majolini Miscela frizzante Frizzante
1,22.0, Veneto,aromi suggerire frutta nocciolo bacca rosso tocco camomilla Modellano naso delicato palato vivace bollicine vigoroso vivace acidita accompagnare nota fragola pesca bianco agrumo Bellenda Miscela frizzante Frizzante
3,45.0, Veneto,Ottenere uve agricoltura biologico aromio sottobosco frutto Bosco buccia scuro spezie cucina palato sapido corposo offrire prugnare nero maturo pepe macinato foglia tabacco tannino levigato Massimago Miscele Rosse Miscele Rosse
3,130.0, Piemonte,aromio rosa erba selvatico sottobosco frutto Bosco venire piano caldo accento speziato strutturato elegante palato corposo presentare composto lampone vaniglia aniceo stellare mento tritata incorniciare tannino fitto raffinato nota espresso indugiare chiusura Bere 2022 2032 Pio Cesare Nebbiolo
1,50.0, Lombardia,delizioso spumante produrre dosaggio zucchero aggiunto Offre sentore pane caldo appena sfornare agrumo mandore tostato palato offrire pesca mela agrumo pizzico noce acidita fresco pulito liscio bollicine consistenza cremoso Fratelli Berlucchi Miscela frizzante Frizzante
1,55.0, Piemonte,realizzato interamente Pinot Nero filante spumante offrire aromio allettante fiore bianco primaverile brioca erba botanico tritato frutta nocciolo bianco palato secco concentrato offrire mela giallo crosta pane nota agrumare perlage elegante fresco acidita chiudere nota salino Enrico Serafino Pinot Nero Pinot Noir
3,85.0, Piemonte,aromi mentolo anice stellare fiore blu mescolano erba botanico palato corposo ricordare estratto ciliegia liquirizia torta frutta spezia forno tannino fitto grana Bere 2029 produttori Barbaresco Nebbiolo
2,18.0, Sud Italia,aromi limone erba selvatico soffio fumo prendere forma bianco lineare vibrante Riflettendo naso palato vivace elegante offrire crostare mela agrumo nota agrumato salare finale nocciola Tenuta Cavalier Pepe Fiano Bianco italiano
2,30.0, Sud Italia,aromi fiore bianco primaverile acacia frutta tropicale emergere bicchiere palato morbido rotore acidita piccante vena minerale dare energia mela giallo matura pera succoso goccia miele accenno mandore tostato segnalare chiusura Mastroberardino Fiano Bianco italiano
2,25.0, Sud Italia,aprire intenso aromio caprifoglio glicina gelsomino palato delizioso offrire pesca succoso perare mela verde accentuare erba aromatico minerale energizzante fresco acidita bilanciare finale persistente Mastroberardino Fiano Bianco italiano
2,25.0, Sicilia e Sardegna,Delicati sentore pera ginestrare erba selvatico formare bouquet bianco elegante etereo fresco lineare carico finezza offrire agrumo succoso mela renetto pizzico pistacchio accanto nota salino piccante Tenuta Fessina Carricante Bianco italiano
3,25.0, Toscana,Comporre 70 Sangiovese 20 Cabernet Sauvignon 10 Merlot aprire aromio ribes nero cuoio sottobosco palato sapore amarena chiodi garofano pepe bianco bordo levigato tannino divertiti 2018 Piaggia Miscele Rosse Miscele Rosse
2,19.0, Sud Italia,aromi fiore limone frutta nocciolo bianco macchia mediterraneo aprire strada intrigante bianco palato secco rotore offrire caramella limone zuccherare seme finocchio nettarinare finale salino salare Salvatore Martusciello Falanghina Bianco italiano
3,41.0, Centro Italia,inebriante mix erba mentolato tabacco aone mostrare buono integrazione nucleo concentrato ciliegia spirito naso vino singolo vigneto palato medio corpo lucido brillante sapore frutto rosso fondere tono speziato Botte tannino educare supporto estendere frutto finale persistente Bevi 2025 Valentina Montepulciano Rosso italiano
0,10.0, Sicilia e Sardegna,prodotto vitigno autoctere Nerello Mascalese presentare piacevole aromio amarena petalo rosa vibrante magro fragolina Bosco pompelmo rosa pizzico minerale accanto vivace acidita Murgo Nerello Mascalese Rosso italiano
3,70.0, Piemonte,calice emergere aromio petale rosa cuoio sottobosco palato sapido offrire marare aniceo stellare tabacco tannino vellutato accessibile offrire divertimento Bere 2022 2030 rocca Costamagna Nebbiolo
3,30.0, Piemonte,aromi rosa fieno erba selvatico bacca rosso mescolano bicchiere Sapido lineare palato offre lampone maturo confettura ciliegia vaniglia cannella spina dorsale acidita brillante tannino deciso grana Bere 2027 2039 Cascina Rabaglio Nebbiolo
3,25.0, Toscana,aromi violetta cedro sottobosco formare naso palato solido tannino decisi accompagnare prugnare nero maturo chiodo garofano salvia Bere 2023 2027 Villa Sesta Sangiovese
2,20.0, Sud Italia,Fiori primaverile frutta esotico aromio banana guidare naso leggero rinfrescante sapore ananas pesca accompagnare croccante acidita Villa Matilde Falanghina Bianco italiano
3,65.0, Veneto,aprire aromio frutta buccia nero sottobosco tabacco spezie culinario palato corposo vellutato distribuire prugna secca ciliegia macerato aniceo stellare moka avvolto tannino levigato Vanta fresco acidita elevare ricco sapore Bevi 2025 masi Miscele Rosse Miscele Rosse
1,18.0, Veneto,Leggermente frizzante aprire aromio pera buccia mela fiore bianco soffio lievito palato verticale offrire limone Lime accenno crosta pane acidita tonificante perlage schiumoso adami Glera Bianco italiano
3,78.0, Piemonte,bacche maturo sottobosco terra bruciato mentolo spezie forno pizzico cuoio fondere palato maturo delizioso distribuire lampone schiacciato succoso ciliegia marasca pepe bianco esprimere spina dorsale tannica nota tabacco avvolgere finale Bere 2019 2027 podero Luigi Einaudi Nebbiolo
2,23.0, Toscana,aromi tenuare frutta maturo miele nocciolere tostata seguire palato schietto evoluto buccia mela giallo nota mandore amara chiudere breve finale snello Poggio Alloro Vernaccia Bianco italiano
2,25.0, Sud Italia,aromi tenuare pompelmo ananas soffio pane tostare guidare naso palato rotondo sciropposo fresco acidita esaltare sapore ricordare fetta arancia candito Masseria Frattasi Falanghina Bianco italiano
3,33.0, Italia,aromio bacca buccia nero sottobosco spezie cucina corposo sapido sapore ribes nero pepe bianco anice stellare accompagnare tannino levigato divertiti 2023 Fattori Miscele Rosse Miscele Rosse
3,115.0, Toscana,aromi prugna cotta cocco canfora rosa mescolano rosso avvolgente palato concentrato corposo offrire ciliegia marinare spirito liquirizia tabacco contrasto tannino fitto grana bere 2026 2036 Salicutti Sangiovese
3,68.0, Piemonte,fragranti aromio fiore blu frutto Bosco chiodo garofano mescolano soffio menta Deciso lineare palato teso offre ciliegia seccare liquirizia accenno tabacco tannino grana fitto lasciare finale secco bere 2026 2036 Ca Viola Nebbiolo
3,140.0, Piemonte,aromi sottobosco mento secca nocciolo prugna seccare guidare naso palato corposo fattura classico presentare succoso ciliegia marasco spezie forno tabacco incorniciare tannino tesi levigato fresco acidita mantenere equilibrare Bere 2028 Giuseppe Cortese Nebbiolo
2,30.0, Italia nord-orientale,delicatamente profumato offrire aromio fiore primaverile frutta nocciolo bianco Rotondo medio corpo palato presentare pera Bartlett maturo pesca bianco pizzico spezie forno acidita piccante girlan Pinot Bianco Pinot Blanc
3,24.0, Italia nord-orientale,affascinante Pinot Nero aromio fruttato amarena fragola ammaccato Mirtilli Rossi passaggio emergere aromio erba fresco roccia fluviale palato vibrante presentare note frutta rosso tono alto mirtille rosso centro scena supportare miscela sapore erbaceo terroso palato finale morbido tannino Peter Zemmer Pinot Nero Pinot Noir
2,39.0, Italia nord-orientale,serio Chardonnay mettere mostra importanza Alto Aidge serio terroir vinicolo aromi mela fresco misto pere scorza limone panna fresco spezie forno erba alpina palato lussureggiante ricco nota mela curre chiodo garofano panna roccia frantumato finale equilibrio ricchezza acidita mantenere vino secolo Bevi 2035 Cantina Terlano Chardonnay
3,70.0, Piemonte,aromi quercio sottobosco eucalipe to guidare naso vino palato apparentemente maturo offrire sapore ciliegia seccare scorzare arancia prugna chiodo garofano tannino stridento serrare brusco finale Orlando Abrigo Nebbiolo
0,13.0, Centro Italia,aromi vivaci arancia rosso ciliegia rosso pot pourro accompagnare naso palato medio corpo seguire nota pietra bagnare leggermente piccante risuonare vino rosa gustoso diretto dovere gustare breve termine Talamonti Montepulciano Rosso italiano
3,150.0, Piemonte,aromio rosa violettare canfora spezia guidare quercia piano delizioso rosso concentrato elegante palato vibrante presentare succoso ciliegia rosso melograre liquirizia pizzico cocco incorniciare tannine tesi raffinato equilibrare brillante acidita Bere 2024 2033 ceretto Nebbiolo
3,90.0, Sicilia e Sardegna,aromio Umami naso terra truciolo matita infine frutto rosso croccante calore speziare evocare marmellata jalapeno mirtillo Rossi equilibrio dolce piccante continuare palato oscillare ciliegia fragolo scaglia peperoncino rosso Ricco rotore teso preciso frutto perfettamente maturo cadere eccessivo maturita Franchetti Passopisciaro Nerello Mascalese Rosso italiano
2,19.0, Italia nord-orientale,Sobrio raffinato vino offrire aromio delicato pompelmo fiore bianco primaverile erba frantumato profume seducente trasferire palato elegantemente strutturato mela frutta esotico scorzare mandarino fresco acidita fornire equilibrio nota minerale pietra focaio indugiare finale Muzic Sauvignon Sauvignon Blanc
3,20.0, Sicilia e Sardegna,realizzato uva biologica naso Nero Avola tendere fortemente noto umame salsa soia alga sesamo nero accanto grafita gomma matita ciliegia aspre emergere sottofondo rimanere sapido salare palato acidita vibrante frizzante calore riscaldante fondo Assuli Nero Avola Rosso italiano
0,25.0, Centro Italia,colore rosare chiaro rose offrire profumo delicato ciliegia fiore bianco palato setoso tatto adeguatamente sollevare acidita Sapori cremoso fragola melone tenere controllo pompelmo tagliente pietrosita gentile Novaripa Rose
3,56.0, Piemonte,vino provenire vite piantare 1929 aromio ciliegia spolverato cacao cannella chiodi garofano selvaggina timo essiccato alloro palato lussureggiante fruttato mostrare contemporaneamente sapore bacca rosso maturo aspre vino terminare tannino elegante gentili brillante acidita Ezio T Barbera
2,15.0, Veneto,bello vino presentare aromi fiore giallo frutta esotico palato luminoso offrire melare melone mela pizzico mandore accanto croccante acidita lasciare finale dissetante Cantina Soave Garganega Bianco italiano
2,22.0, Toscana,Vermentino profume ricordare fiore primaverile pressato nocciolo pesca giallo maturo aromio proseguire palato nota candito mandore amara Frescobaldi Vermentino Bianco italiano
3,33.0, Piemonte,aprire profume evocare fungo porcino canfora iris prugna cotta palato evoluto offrire sentore scarno prugna seccare chiodo garofare accanto tannino levigato fugace Punset Nebbiolo
3,63.0, Piemonte,petali rosa bacca buccia rosso aromio cuoio guidare naso palato sapido offrire lampone schiacciato cannello pepe bianco tannino tesi grana fresco acidita Bere 2024 2032 garesio Nebbiolo
1,30.0, Italia Altro,aromio ricordare nocciolo tostato scorza agrumo soffio buccia mela palato offrire limone piccante mela Golden Delicous maturare morbido acidita Borgo Maragliano Miscela frizzante Frizzante
2,18.0, Piemonte,turbinio bicchiere rilasciare aromio sottile fiore primaverile perare Bartlett Fresco sapido palato rinfrescante offrire melato limone Meyer acidita vivace Enrico Serafino Cortese Bianco italiano
3,125.0, Piemonte,petalo rosa essiccato terra bruciato canfora aniceo stellare soffio erba grigliato aprire strada palato fermamente strutturare evoca ciliegia imbevuto spirito liquirizia salvia essiccato cuoio chicco caffe tostare contrasto tannino aggrappanto tonificante stringere finale Bere 2021 2031 Oddero Nebbiolo
2,22.0, Sicilia e Sardegna,Fiori campo primaverile pesca sbuffi aromio frutta esotico seguire palato caramella limone melone verde acidita sapidare ravvivo sapore fruttato pizzico salino segnalare chiusura Tasca Almerita catarratto Bianco italiano
3,16.0, Sicilia e Sardegna,aromi fiore blu buccia nero maturo formare naso palato leggero disinvolto tannino flessuoso sostenere delicato ciliegia seccare prugna speziare Bevi presto Planeta Nero Avola Rosso italiano
3,77.0, Toscana,profume seducento spezie forno violare pressare frutto Bosco centro rosso fragrante elegante palato morbido sapido distribuire succoso amarena mora maturo liquiriziare tannino levigare grana fresco acidita mantenere equilibrato Bere 2026 Boscarelli Miscele Rosse Miscele Rosse
3,49.0, Toscana,realizzato interamente Sangiovese naso rivelare aromi bacca rosso rovere francese palato offrire fragola acerbo chiodo garofano cedro tannino astringenti lasciare finale arricciante bocca fattoria Montellori Sangiovese
3,25.0, Toscana,realizzato 90 Merlot 5 Cabernet Sauvignon 5 Petit Verdot offrire aromio cedro cassis violetto palato lineare medio corpo nota caffe espresso tostato accentuare amarena essiccato mora tannino fitto grana stretto danno sostegno deciso finale secco Geografico Miscele Rosse Miscele Rosse
1,40.0, Veneto,Fresco carico finezza radioso spumante aprire delicato sentore frutta nocciolo bianco fiore primaverile erba alpina palato vivace elegante offrire croccante mela verde pera maturo scorzare mandarino mandore bianco perlage cremoso vibrante acidita Realizzato vecchio vigna profondita sapore Ruggeri C Glera Bianco italiano
1,19.0, Veneto,Fiori agrume perare soffio aromio erba selvatico trasferire palato pesca bianco pizzico goccia limone luminoso cremoso vivace acidita morbido mousse Paolin Glera Bianco italiano
2,18.0, Centro Italia,vino luminoso aprire profumo intensamente floreale rosa giallo camomilla palato offrire sapore succoso pesca buccia mandarino mela verde croccante acidita chiudere nota mandore amaro colonnara Verdicchio Bianco italiano
1,36.0, Italia Altro,miscela 80 Chardonnay 20 Pinot Noir semplice spumante trasmettere aromio frutto Rossi mela maturo nocciolere tostato palato offrire nota ciliegia fragola mandore tostare accanto spiccato acidita Costaripa Miscela frizzante Frizzante
1,12.0, Veneto,offrire aromio frutta esotico nocciolere glassato aromio seguire palato secco pesca giallo matura spuma schiumoso Jara Glera Bianco italiano
3,43.0, Toscana,Fiori blu tabacco frutta maturo buccia nero nota affumicato aromio troverai rosso medio corpo morbido succoso sapore maturo Marasca tabacco liquirizia incorniciare tannino grana fresco acidita donare tensione mantiene equilibrato Bere 2022 2027 aiola Miscele Rosse Miscele Rosse
3,40.0, Toscana,aromi bacca buccia nero spezie cucina cuoio prendere forma bicchiere palato strutturato presentare amareno maturo pepe bianco liquiriziare tannino grana acidita sorprendentemente fresco annata torrido Bere 2022 2029 Fattoria Poggerino Sangiovese
3,23.0, Sicilia e Sardegna,realizzato 100 Nero Avola agricoltura biologico presentare aromi frutto Bosco buccia nero macchia mediterraneo pizzico mandore crudo palato succoso offrire amareno carnoso confettura lampone pepe nero tannino levigato gustare giovane beve presto Caruso Minini Nero Avola Rosso italiano
3,15.0, Centro Italia,Montepulciano entry level vantare aromio schietto mora tabacco mento tritata palato delicato sabbiosita tannino succoso sapore frutto Bosco bilancia acidita piccante Nicodemi Montepulciano Rosso italiano
3,19.0, Sicilia e Sardegna,aprire aromio bacca maturo buccia nero macchia mediterraneo palato sapido medio corpo tannino tesi compensare amarena maturo erba tritato anice stellato pepe nero Argiolas Miscele Rosse Miscele Rosse
1,48.0, Lombardia,asciutto incontaminato elegante spumante aromio delicato frutta nocciolo bianco fiore giallo primaverile soffio crosta pane palato vibrante perlage raffinato continuo brillante acidita accompagnare mela giallo matura limone Meyer nocciolere tostato anticare Fratta Miscela frizzante Frizzante
3,89.0, Toscana,mostrare frutta maturo buccia nero terra bruciato aromio vaniglia palato denso gommoso offrire confettura amarene nero tabacco finale mandore tannino grana fornire cornice Bere 2022 corte Venti Sangiovese
3,17.0, Centro Italia,aromi speziato prugna fiore blu protagonista blend Sangiovese Sagrantino Cabernet Sauvignon Merlot palato corposo tannino solido accompagnare amarena carnoso cassis pepe macinato Bere 2022 Tenute Lunelli Miscele Rosse Miscele Rosse
3,14.0, Toscana,rosso semplice condurre aromio iris bacca rosso palato tannino levigato brillante acidita cornice succoso nota lampone pepe bianco divertiti presto salcheto Miscele Rosse Miscele Rosse
2,32.0, Sicilia e Sardegna,intrigante aromio ginestra spagnolo fieno perare maturo erba mediterraneo essiccato trasmettere palato mela verde aneto equilibrato fresco finale minerale Wiegner Miscela Bianca
2,30.0, Italia nord-orientale,aromi frutta nocciolo giallo matura fiore sambuco scorzare agrume mescolano sentore spezie forno bianco intenso profumato palato vibrante delizioso offrire albicocca maturo pesca giallo pompelmo succulento salinare piccante chiudere zenzero bilanciare fresco acidita abbazia Novacella Sylvaner Bianco
3,654.0, Toscana,aromi frutto Bosco rosa canfora sentore sottobosco cuoio prendere lentamente forma rosso radioso elegante punto etereo giovanilemente austero caratterizzare mirtillo rosso piccante amarena scorzare arancia anice stellare finale nero tannino avvolto raffinato brillante acidita fornire cornice bisogno diverso o riunire completamente sviluppare potenziale Bere 2028 2048 Biondi Santi Sangiovese
3,17.0, Piemonte,profume fragranto frutta maturo buccia scuro sottobosco spezie guidare naso palato succulento offrire ciliegia marasca confettura lampone spezie forno acidita deciso tannino levigato divertiti 2025 Michele Chiarlo Barbera
3,29.0, Sicilia e Sardegna,miscela Nero Avola Syrah aromio frutto Bosco scuro maturo eucalipe to pepe macinato aromio trasferire palato morbido accessibile tannino arrendevolo Bevi presto baglio Cristo Campobello Miscele Rosse Miscele Rosse
3,60.0, Piemonte,aromio cocco canfora violettare legno sandalo mescolano soffio terroso tartufo palato corposo fronzolo tannino decidere granuloso accompagnare ciliegia seccare liquirizia tabacco finale deciso serrare Bere 2026 pecchenino Nebbiolo
3,99.0, Veneto,aprire profume evocare uva passa sottobosco foglia tabacco essiccato palato gommoso offrire amarena secco prugnare seccare liquiriziare tannino decisi Villa Spinosa Miscele Rosse Miscele Rosse
3,728.0, Toscana,aromio cuoio rosa pressare frutto Bosco maturo compaiire lentamente bicchiere sentore sottobosco tabacco pipa palato strutturato elegante tannino deciso ultraraffinato fornire spina dorsale succoso amarena lampone schiacciato liquirizia spezie torte sebbene promettere decennio evoluzione gratificante inizio finestra consumo Bere 2025 2045 Biondi Santi Sangiovese
2,17.0, Sicilia e Sardegna,modesto aromio fiore terra pesante tipico varieta regione rotore palato sentore secco mela papaio vino eccessivamente espressivo solido Tenute Soletta Vermentino Bianco italiano
3,20.0, Piemonte,aromi sottile suggeriscere fiore blu spezie forno guidare naso palato accomodante offrire mirtillo rosso pepe bianco tannino flessuoso Bevi presto Giordano Dolcetto Rosso italiano
2,17.0, Centro Italia,bianco corposo delicare aromio agrume ginestrare leggero sentore lievito birra palato rotondo consistenza simile glicerina mostrare pesca lima pizzico seme finocchio accanto acidita piccante Trere Albana Bianco italiano
3,45.0, Piemonte,calice emergere aromio frutta rosso rovere tostato grafita palato lineare offrire amarena tabacco scorzare arancia tannino deciso fresco acidita Bere 2022 Gomba Boschetti Nebbiolo
3,120.0, Piemonte,aromi spezie forno prugna seccare erba selvatico guidare naso rosso muscoloso concentrato elegante palato strutturato corposo distribuire composto lampone ciliegia marinare spirito liquiriziare accanto tannino grana Travaglini Nebbiolo
2,26.0, Lombardia,bicchiere emergere aromio fiore bianco pressato frutta frutteto palato nota nocciolo nocciolo tostato vena minerale aggiungere profondita sapore albicocca secca pescare giallo cotta agrumo divertiti presto Marangona Turbiana Bianco italiano
1,62.0, Lombardia,asciutto elegante raffinato spumante aromio fiore campo primaverile miele frutta nocciolo bianco crosta pane palato vibrante perlage setoso accompagnare mela giallo matura pesca zenzero chiudere nota mandore Berlucchi Miscela frizzante Frizzante
2,35.0, Centro Italia,Verdicchio levigato ottenere vite 40 aprire attraente bouquet ginestra spagnolo fiore acacia sentore agrumato minerale palato offrire generoso saporo pesca albicoccare accentuare noto minerale energizzante Aspetta maggiore complessita Umani Ronchi Verdicchio Bianco italiano
3,20.0, Sicilia e Sardegna,miscela Nero Avola Cabernet Franc offrire aromio bacca scure cedro tabacco palato sapido mostra confettura ribes nero liquirizia vaniglia accanto tannino decisi Bere 2023 MandraRossa Miscele Rosse Miscele Rosse
3,35.0, Piemonte,sottobosco erbaceo erba tritato aromio canfora centro scena palato luminoso diretto evocare amarena selvaggina chiodo garofare tannino morbidio flessibile persistente acidita vibrante nota salvia polvere segnare chiusura Terre Barolo Nebbiolo
2,60.0, Italia nord-orientale,blend 60 Pinot Bianco 30 Chardonnay 10 Sauvignon trasmettere aromio rovere goccia limone frutta candito palato rotondo offrire sensazione intenso fugace mela Golden Delicous caramello burro accessibile beve presto Cantina Terlano Miscela Bianca
3,45.0, Toscana,aromio canfora fragrante fiore blu cuoio prugnare cotta centro rosso profumato Sapido sapido palato elegantemente strutturato lineare offrire succulente ciliegia marasca mirtillo rosso speziato liquirizia noce moscato incorniciare tannino tesi levigato migliore Gran Selezione assaggiare bilanciare accessibile invecchiabile brillante acidita Bere 2022 2031 colombaio Cencio Sangiovese
3,35.0, Toscana,bicchiere emergere aromio grafita cuoio fiore blu frutto Bosco elegante delizioso palato fresco elastico distribuire prugna nero maturo cassis mento liquiriziare tannino grana Bere 2027 Frescobaldi Miscele Rosse Miscele Rosse
3,18.0, Toscana,calice emergere aromio bacca buccia nero macchia mediterraneo spezie cucina palato succoso offrire amarena chiodi garofano pepe bianco tannino gommoso Bere 2025 Villa Calcinaia Miscele Rosse Miscele Rosse
3,38.0, Sicilia e Sardegna,bicchiere emergere aromio rovere tostato moka spezie forno palato concentrato offrire confettura more liquirizia pepe nero accanto tannino levigato Sallier de Tour Syrah
1,29.0, Veneto,cremoso elegante delizioso spumante offrire aromi biancospino frutta maturo frutteto accenno melone verde palato delicatamente spumeggiante presentare succoso pesca bianco perare pizzico mandore bianco accanto perlage setoso fresco acidita ravvivo ricco sapore Nino Franco Glera Bianco italiano
3,27.0, Toscana,Delicati aromio violetta cedro spezie forno emergere bicchiere palato succoso evocare confettura lampone chiodo garofano anice stellare accanto tannino morbidio conte Ferdinando Guicciardini Miscele Rosse Miscele Rosse
2,10.0, Veneto,rinascimento Soave vine gustoso economico risultato esplosione frutta naso andare melone perare pesca bianco mandorlo presenza carnoso medio peso palato lunghezza agrumare finale scelta solido intrattenere vacanza mese caldo venire Tommasi Garganega Bianco italiano
2,20.0, Italia nord-occidentale,considerare vignete alto Europa bianco vibrante elegante rivelare delizioso fragranza caprifoglio gelsomino erba alpina palato lineare offrire mela giallo agrume timo pizzico minerale accanto vivace acidita cave du Vin Blanc de Morgex de Salle Prie Blanc Bianco italiano
3,53.0, Piemonte,aromi frutto Rossi spezie cucina sottobosco modellano naso palato gommoso sapido distribuire marmellare lampone chiodo garofano anice stellare tannino levigato Bere 2021 Ciabot Berton Nebbiolo
1,17.0, Veneto,vino luminoso aprire sentore glicine gelsomino frutta bianco frutteto palato vibrante distribuire aspra mela verde pesca bianco pizzico goccia limone accanto vivace acidita mousse spumeggiante Valdellovo Miscela frizzante Frizzante
3,25.0, Piemonte,Barbera densare scuro opulento mettere risalto intensita annare 2017 aromi concentrato maturo bacca scure cuore vino cola pimento timo fresco giocare violino palato altrettanto succulento sapore prugna nero amarena prendere controllo tannino acidita moderato giocare ruolo cruciale tenere controllo frutto finale Guasti Clemente Barbera
1,80.0, Italia Altro,realizzato interamente vitigno autoctere Greco spumante campano inebriante aromio fiore campo bianco primaverile erba mediterraneo frutta nocciolo bianco crosta pane agile elegante palato secco lineare offrire mela giallo matura goccia limone zuccherato accenno miele acacia accanto perlage continuo chiudere nota nocciolo tostato Dubl Greco Bianco italiano
3,90.0, Piemonte,cuoio mentolo bacca Bosco spezie scure soffio petale rosa pressato profume troverai rosso radioso Vibrante carico finezza palato strutturato offrire succoso ciliegia Maraca mirtillo rosso pepe bianco aniceo stellare pizzico tabacco pipa tannino nobile giovanile fermo acidita fornire cornice degno eta sbalorditivo bisogno sviluppare massimo potenzialita Bere 2023 2043 cavallotto Nebbiolo
3,43.0, Toscana,aromio canfora fiore blu caffe espresso prugna speziare emergere bicchiere Riflettendo annata caldo palato muscoloso concentrato offrire prugna secca ciliegia secco liquirizia vaniglia tannino grana chiudere calore evidente alcol Tenuta Calcinaie Miscele Rosse Miscele Rosse
1,45.0, Italia nord-orientale,aromi bacca rosso crosta pane fiore campo pressato modellano naso sottile palato sapido perlage persistente brillante acidita accompagnare Ribes rosso fetta arancia chiudere nocciola Revi Pinot Nero Pinot Noir
2,16.0, Italia nord-orientale,aromi fiore bianco primaverile perare Bartlett maturo mandore tostato prendere sopravvento palato succoso rotore offrire pasticcerio limone succoso mela golden nota noce moscare fresco acidita chiudere nota leggermente dolce ricordare zucchero canna glassato colterenzio Pinot Bianco Pinot Blanc
3,70.0, Piemonte,fragrante carico finezza aprire sentore fiore blu rosa frutto Bosco profumato pizzico spezie scure palato luminoso offrire amarena maturo lampone schiacciato pepe bianco cannello tannino strettamente avvolto straordinariamente raffinato Bere 2017 2022 Bel Colle Nebbiolo
2,10.0, Sicilia e Sardegna,aromi camomilla scorzare agrumo diffondono bicchiere palato snello offrire nettarina ananas accanto fresco acidita conferire finale pulito masseria Feudo Inzolia Bianco italiano
3,39.0, Toscana,bicchiere emergere aromio spezia culinario scure frutto Bosco maturo soffio cuoio palato teso avvolgente offrire ciliegia selvatico liquirizia chiodo garofano incorniciare tannine tesi grana almeno o sviluppare completamente Bere 2019 2025 Felsina Sangiovese
3,48.0, Piemonte,aromi suggerire bacca scure spezia esotico rovere tostato uniscere palato stretto sommesso naso richiamare bacca acido erba polvere tannino astringenti prinsi Nebbiolo
3,40.0, Toscana,realizzato interamente Sangiovese aprire aromio prugna rosso vaniglia soffio rovere tostato palato vivace raffinato presentare amarena lampone liquirizia accanto tannino grana Altesino Sangiovese
1,75.0, Lombardia,vino meravigliosamente equilibrato abbondare eleganza ricchezza contenuto vino offrire seducente aromio floreale mandore agrumo palato fresco cremoso Porta scorzare nettarina mela giallo nota minerale crosta pane stretto acidita perlage intenso elegante cornice Bevi o tieni premere complessita Ca Bosco Miscela frizzante Frizzante
3,110.0, Piemonte,aprire aromio terra bruciare lasciare nocciolo tostato sottobosco erba secco sentore iris corposo elegante palato ricordare mirtillo rosso anice stellato scorza arancia finale salare tannino grana fitto fornire supporto sviluppare completamente Bere 2027 2032 Azelia Nebbiolo
3,70.0, Piemonte,aromi rovere francese caffe espresso prugnare cotta guidare naso Riflettendo aromio palato stretto austero offrire prugna secca cocco tannino solido granuloso lasciare finale astringente secco Pelissero Nebbiolo
3,25.0, Centro Italia,aromi bacca buccia nero terra bruciato peperone guidare naso denso palato scuro offrire succoso prugna nero tabacco chiodo garofano incorniciare tannino gommoso divertiti 2020 morino Sangiovese
1,15.0, Italia nord-orientale,aromi agrume erba alpina mela verde trasmettere palato vibrante lineare scorza limone perare Anjou accenno lievitare crosta pane estremamente rinfrescante acidita frizzante finale secco Mongarda Glera Bianco italiano
2,19.0, Sicilia e Sardegna,palato estremamente semplice diluito riconduce aromio frutta tropicale succo limone chiudere noto amara ricordare mandorla feudo Solaria Grillo Bianco italiano
2,60.0, Piemonte,Fresco elegantemente strutturato aprire aromio ginestra fiore acacia scorzare agrume soffio nocciola palato vibrante corposo offrire scorza agrume cera ape mandore nota mielare accanto brillante acidita accento minerale conferire finale pulito mirato Aspetta complessita maggiore Bere 2018 2023 Vigne Marina Coppi Timorasso Bianco italiano
3,45.0, Sud Italia,miscela Negroamaro Malvasia Nera regalare naso inizio iodiare frutta nero cotta cioccolare fondente emergere bicchiere robustezza palato medio corpo termine ricco sapore confettura frutto Bosco cacao vaniglia estendere finale tannino media grana succoso acidita dare ampio sostegno Vetrere Miscele Rosse Miscele Rosse
